Indus_Srishi,4037.02
Indus_Tandi,4056.87
Indus_Titang,43540.12
Indus_Udaipur,1036.33
Indus_UjhDamSite,873.61
Krishna_AK_Bridge,2176.2
Krishna_Almatti,33742.8
Krishna_Arjunwad,12584.32
Krishna_Bagalkot,8399.73
Krishna_Bawapuram,66725.41
Krishna_Byaladahalli,2508.19
Krishna_Cholachguda,9911.69
Krishna_Daddi,1066.33
Krishna_Damarapadu,220560.26
Krishna_Damercharla,11263.61
Krishna_DeongaonBridge,52403.04
Krishna_Deosugur,126133.15
Krishna_Dhannur,46051.3
Krishna_Dhond,11275.96
Krishna_Gokak_Falls,2829.86
Krishna_Gotur,978.34
Krishna_Halia,3246.8
Krishna_Haralahalli,14566.53
Krishna_Holehonnur,3407.15
Krishna_Honnali,7414.53
Krishna_Hoovinahole,3681.51
Krishna_Huvanur,11469.84
Krishna_Huvinhedgi,54266.64
Krishna_Jeewangi,1862.91
Krishna_K_Agraharam,129447.18
Krishna_Karad,5441.53
Krishna_Keesara,10226
Krishna_Kellodu,4256.58
Krishna_Kokangaon,4
Krishna_Koyna_at_Koynanagar,943.16
Krishna_Kuppelur,2039.22
Krishna_Kurundwad,15335.64
Krishna_Lakkavali,2048.41
Krishna_Lakshmipuram,3322.16
Krishna_Madhira,1673.68
Krishna_Malkhed,8424.18
Krishna_Mantralayam,64576.91
Krishna_Marol,5151.38
Krishna_Morvakonda,206353.8
Krishna_Mudhol,6594.86
Krishna_NSDam,219775.59
Krishna_Narasingpur,22153.48
Krishna_NarayanpurDam,47663.72
Krishna_Navalgund,3108.91
Krishna_Oollenur,32825.31
Krishna_PDJurala,129018.84
Krishna_Paleru_Bridge,2706.59
Krishna_Pandegaon,691.8
Krishna_Phulgaon,2117.54
Krishna_Pondugala,226005.87
Krishna_PrakasamBarrage,256286.02
Krishna_Purushothamagudem,2107.1
Krishna_Ridhora,7427.08
Krishna_Sadalga,2244.06
Krishna_Samdoli,2032.6
Krishna_Sarati,6765
Krishna_Shimoga,2730.64
Krishna_Shirdhon,602.22
Krishna_Siddhewadi,4629.68
Krishna_Srisailam,210497.69
Krishna_T_Ramapuram,23399.19
Krishna_TBDam,28865.06
Krishna_Takli,33295.58
Krishna_Talikot,2413.51
Krishna_Terwad,2473.22
Krishna_Vandur,584.49
Krishna_Vijayawada,255851.64
Krishna_Wadakbal,12030.7
Krishna_Wadenapalli,243276.81
Krishna_Warunji,1925.92
Krishna_Yadgir,69454.29
Krishna_Yaparla,134635.89
Mahanadi_Alipingal,52.69
Mahanadi_Andhiyarkore,2163.8
Mahanadi_Arampur,463.55
Mahanadi_Bamnidihi,9773.29
Mahanadi_Bangodam,60.64
Mahanadi_Baronda,3224.98
Mahanadi_Basantpur,58824.86
Mahanadi_Deogaon,86622.14
Mahanadi_Dharamjaigarh,1502.56
Mahanadi_Ghatora,2972.8
Mahanadi_HirakudDem,106.92
Mahanadi_Jamadarpali,0.19
Mahanadi_Jondhra,29670.67
Mahanadi_Kanas,0.78
Mahanadi_Kantamal,20239.25
Mahanadi_Kelo_at_Raigarh,1121.55
Mahanadi_Kesinga,11858.47
Mahanadi_Khairmal,118078.14
Mahanadi_Khandapara,1158.13
Mahanadi_Korba,8835.36
Mahanadi_Kotni,6956.01
Mahanadi_Kurubhata,4752.87
Mahanadi_Mahulpali,358.81
Mahanadi_Manendragarh,1024.61
Mahanadi_Marshanghai,393.07
Mahanadi_Naraj,132293.07
Mahanadi_Nimapara,0.91
Mahanadi_Padmavati,130736.39
Mahanadi_Pandigaon,5856.81
Mahanadi_Paramanpur,2970.42
Mahanadi_Pathardhi,2491.49
Mahanadi_Punbansa,65.96
Mahanadi_Rajim,8411.18
Mahanadi_Rampur,3418.5
Mahanadi_Salebhata,4616.85
Mahanadi_Sankara,2340.74
Mahanadi_Seorinarayan,47794.52
Mahanadi_Simga,16830.28
Mahanadi_Sukma,1269.01
Mahanadi_Sundargarh,5872.58
Mahanadi_Surajgarh,68451.17
Mahanadi_Thethetangar,2766.77
Mahanadi_Tikarapara,126493.88
Mahi_Anas_Ph_II,5274.69
Mahi_Chakaliya,3562.15
Mahi_Dhariawad,1242.94
Mahi_Kadana_Dam,25959.38
Mahi_Khanpur,32988.8
Mahi_Mahi_Dam,6255.4
Mahi_Mataji,3972.81
Mahi_Paderdibadi,16355.93
Mahi_PanamDam,2351.36
Mahi_Pingalwada,2550.33
Mahi_Rangeli,8535.53
Mahi_Somkamla_Amba_Dam,5365.9
Mahi_Wanakbori,30473.73
Narmada_Aamgaon,9381.19
Narmada_Ajandiman,1058.93
Narmada_Bamni_Banjar,2539.7
Narmada_Bareli,1566.78
Narmada_Barginagar,15056.53
Narmada_Barman_at_Narmada_Barmanghat,26250.96
Narmada_Belkheri,1486.5
Narmada_Bharuch,95339.69
Narmada_Bodeli,1908.39
Narmada_Chandwada,3898.17
Narmada_Chhidgaon,1744.47
Narmada_Dhulsar,765.54
Narmada_Dindori,2317.36
Narmada_Gadarwara,2223
Narmada_Garudeshwar,87399.21
Narmada_Handia,51885.73
Narmada_Hindaynagar,3370.62
Narmada_Hoshangabad,44933.24
Narmada_Jamtara,17043.03
Narmada_Jobat,808.87
Narmada_Kogaon,3895.16
Narmada_Maheshwar,1578.06
Narmada_Mandla,12944.54
Narmada_Mandleshwar,72434.35
Narmada_Manegaow,6047.01
Narmada_Manot,4928.1
Narmada_Mohgaon,4132.85
Narmada_Mortakka,66407.3
Narmada_Mukki,1004.38
Narmada_Patan,4034.2
Narmada_Pati,1713.43
Narmada_Rajghat,78385.68
Narmada_Rajpipla,1447.98
Narmada_Sandalpur,558.47
Narmada_Sandia,32796.86
Narmada_Shahpur,937.99
Narmada_TawaDem,5990.25
Narmada_Tawa_at_Tawakati,1437.58
Narmada_Tikola,1539.97
Panner_Alladupalli,8642.13
Panner_Chennur,37441.88
Panner_Kamalapuram,7115.58
Panner_Nagalamadike,4787.96
Panner_Nandipalli,2439.28
Panner_Nellore,54033.26
Panner_Singavaram,5914
Panner_Tadapatri,12651.92
Sabarmati_Derol_Bridge,6236.22
Sabarmati_Dharoi,5285.31
Sabarmati_Dharoi_Dam,5279.68
Sabarmati_Harnav_Weir,423.49
Sabarmati_Hathmati_Weir,1369.11
Sabarmati_Jotasan_,1885.82
Sabarmati_Kheda_,5461.87
