BLD_D2.5cm,BLD_D10cm,BLD_D22.5cm,BLD_D45cm,BLD_D80cm,BLD_D150cm,CLYPPT_D2.5cm,CLYPPT_D10cm,CLYPPT_D22.5cm,CLYPPT_D45cm,CLYPPT_D80cm,CLYPPT_D150cm,CRFVOL_D2.5cm,CRFVOL_D10cm,CRFVOL_D22.5cm,CRFVOL_D45cm,CRFVOL_D80cm,CRFVOL_D150cm,ORCDRC_D2.5cm,ORCDRC_D10cm,ORCDRC_D22.5cm,ORCDRC_D45cm,ORCDRC_D80cm,ORCDRC_D150cm,SLTPPT_D2.5cm,SLTPPT_D10cm,SLTPPT_D22.5cm,SLTPPT_D45cm,SLTPPT_D80cm,SLTPPT_D150cm,SNDPPT_D2.5cm,SNDPPT_D10cm,SNDPPT_D22.5cm,SNDPPT_D45cm,SNDPPT_D80cm,SNDPPT_D150cm
1331.98,1350.63,1381.12,1431.71,1492.08,1546.21,33.93,35.80,38.27,40.52,40.55,39.08,6.35,6.33,6.53,7.42,8.41,9.19,9.63,8.15,6.21,3.98,2.30,1.36,26.46,25.66,24.59,23.47,22.87,22.55,39.32,38.25,36.87,35.73,36.30,38.11
1248.32,1267.04,1297.60,1348.33,1408.90,1463.17,34.17,36.03,38.51,40.80,40.82,39.37,15.02,15.44,16.43,18.78,21.10,22.70,27.01,22.89,17.43,11.17,6.51,3.69,38.28,37.44,36.35,35.18,34.61,34.40,27.60,26.52,25.12,24.00,24.51,26.24
1341.80,1360.40,1390.82,1441.28,1501.50,1555.49,34.97,36.88,39.40,41.72,41.75,40.26,7.89,7.97,8.33,9.48,10.71,11.61,13.25,11.22,8.55,5.48,3.19,1.79,29.13,28.32,27.24,26.09,25.49,25.16,35.38,34.27,32.82,31.65,32.22,34.07
1395.71,1414.37,1444.89,1495.54,1555.96,1610.15,26.97,28.88,31.46,33.81,33.79,32.15,10.39,10.52,11.00,12.53,14.15,15.33,14.19,12.01,9.15,5.86,3.42,1.92,31.26,30.39,29.20,27.97,27.37,27.05,41.62,40.57,39.17,38.04,38.66,40.57
1318.58,1337.22,1367.68,1418.24,1478.56,1532.65,37.83,39.74,42.27,44.59,44.64,43.20,7.20,7.20,7.45,8.47,9.60,10.46,14.87,12.59,9.60,6.15,3.57,2.00,31.03,30.23,29.15,28.00,27.41,27.07,30.79,29.66,28.20,27.02,27.57,29.39
1319.17,1337.80,1368.24,1418.75,1479.02,1533.07,37.00,38.90,41.42,43.72,43.77,42.31,7.13,7.18,7.47,8.50,9.61,10.45,13.79,11.67,8.90,5.70,3.31,1.87,29.78,28.99,27.92,26.78,26.18,25.84,32.79,31.67,30.22,29.04,29.59,31.42
1300.92,1319.51,1349.88,1400.29,1460.43,1514.36,36.13,38.01,40.50,42.78,42.82,41.37,7.92,8.00,8.35,9.50,10.74,11.65,14.12,11.96,9.12,5.84,3.40,1.93,29.62,28.82,27.76,26.63,26.04,25.71,33.61,32.50,31.08,29.92,30.47,32.28
1282.85,1301.46,1331.88,1382.36,1442.60,1496.62,34.47,36.44,38.99,41.34,41.39,39.89,11.62,11.59,11.96,13.58,15.41,16.82,22.51,19.06,14.53,9.30,5.41,3.07,37.08,36.24,35.12,33.91,33.33,33.08,27.96,26.84,25.41,24.26,24.78,26.55
1243.34,1261.82,1292.02,1342.11,1401.91,1455.51,35.96,37.81,40.25,42.51,42.55,41.14,11.80,12.12,12.89,14.72,16.53,17.80,22.37,18.95,14.44,9.25,5.39,3.04,35.40,34.59,33.54,32.39,31.83,31.57,27.40,26.34,24.95,23.83,24.35,26.04
1250.51,1269.21,1299.79,1350.54,1411.06,1465.36,36.98,38.84,41.28,43.54,43.61,42.18,12.04,12.38,13.21,15.09,16.93,18.19,23.04,19.51,14.88,9.51,5.57,3.11,36.63,35.82,34.76,33.61,33.03,32.78,26.37,25.32,23.95,22.82,23.34,25.00
1426.68,1445.39,1475.97,1526.70,1587.24,1641.53,27.07,28.98,31.55,33.93,33.94,32.26,9.80,9.91,10.35,11.78,13.32,14.44,11.08,9.38,7.15,4.58,2.67,1.44,31.25,30.36,29.18,27.95,27.33,27.03,41.71,40.66,39.29,38.14,38.76,40.67
1313.10,1331.73,1362.17,1412.68,1472.96,1527.01,30.72,32.66,35.21,37.54,37.53,35.98,13.26,13.50,14.21,16.21,18.26,19.73,18.12,15.34,11.70,7.49,4.36,2.46,27.93,27.10,25.99,24.83,24.23,23.91,40.92,39.83,38.39,37.21,37.81,39.71
1265.82,1284.23,1314.33,1364.30,1423.91,1477.37,28.45,30.33,32.84,35.16,35.13,33.60,19.02,19.48,20.65,23.60,26.51,28.57,23.66,20.04,15.28,9.78,5.69,3.24,28.96,28.14,27.03,25.85,25.26,24.96,41.06,40.00,38.62,37.49,38.10,39.94
1288.40,1306.98,1337.33,1387.71,1447.83,1501.74,28.66,30.56,33.09,35.42,35.39,33.84,18.03,18.49,19.63,22.43,25.19,27.12,22.42,18.98,14.47,9.27,5.39,3.06,29.27,28.44,27.33,26.16,25.58,25.28,41.38,40.30,38.90,37.74,38.34,40.22
1341.01,1359.67,1390.17,1440.78,1501.17,1555.32,34.17,36.04,38.52,40.77,40.80,39.33,6.07,6.05,6.25,7.10,8.04,8.78,9.21,7.80,5.94,3.81,2.20,1.31,26.34,25.54,24.47,23.35,22.75,22.41,39.25,38.18,36.78,35.64,36.21,38.03
1310.21,1328.79,1359.16,1409.56,1469.69,1523.61,36.15,38.03,40.53,42.81,42.85,41.39,7.51,7.58,7.92,9.02,10.19,11.05,13.44,11.38,8.68,5.56,3.23,1.83,28.86,28.07,27.01,25.89,25.29,24.96,34.33,33.22,31.79,30.62,31.18,33.00
1335.91,1354.59,1385.14,1435.80,1496.27,1550.47,33.67,35.63,38.21,40.62,40.67,39.05,7.13,7.34,7.81,8.93,10.01,10.78,15.48,13.11,9.99,6.39,3.71,2.20,27.42,26.59,25.47,24.33,23.70,23.34,38.84,37.70,36.22,34.98,35.58,37.50
1321.91,1340.53,1370.97,1421.47,1481.74,1535.78,36.94,38.84,41.36,43.67,43.71,42.26,7.12,7.16,7.46,8.48,9.60,10.43,13.72,11.62,8.86,5.67,3.30,1.86,29.73,28.94,27.87,26.73,26.13,25.79,32.89,31.76,30.31,29.13,29.69,31.51
1203.51,1222.05,1252.37,1302.67,1362.70,1416.52,35.51,37.46,40.00,42.33,42.38,40.89,16.41,16.48,17.11,19.45,22.03,23.96,27.43,23.22,17.71,11.35,6.61,3.74,33.91,33.09,32.00,30.82,30.22,29.91,29.75,28.62,27.16,25.98,26.53,28.34
1446.45,1465.14,1495.70,1546.40,1606.89,1661.15,28.90,30.81,33.41,35.80,35.80,34.16,9.34,9.44,9.85,11.21,12.68,13.75,14.02,11.87,9.05,5.80,3.39,1.98,32.13,31.30,30.14,28.92,28.31,27.99,38.91,37.82,36.38,35.22,35.83,37.76
1341.62,1360.33,1390.90,1441.62,1502.16,1556.43,30.80,32.71,35.26,37.58,37.57,36.03,10.08,10.20,10.68,12.16,13.73,14.89,12.34,10.45,7.97,5.11,2.98,1.66,27.15,26.31,25.21,24.06,23.46,23.14,42.05,40.97,39.55,38.41,39.00,40.87
1133.45,1151.65,1181.42,1230.79,1289.72,1342.54,35.06,36.98,39.46,41.69,41.76,40.30,26.82,27.02,28.16,32.04,36.23,39.36,43.23,36.60,27.91,17.89,10.41,5.89,34.19,33.40,32.33,31.17,30.58,30.28,28.12,27.00,25.58,24.43,24.95,26.71
1262.75,1281.44,1312.03,1362.73,1423.26,1477.51,31.74,33.74,36.33,38.69,38.69,37.10,11.52,11.50,11.88,13.50,15.31,16.68,18.23,15.42,11.76,7.53,4.39,2.48,26.40,25.57,24.42,23.26,22.64,22.31,41.78,40.67,39.23,38.02,38.63,40.56
1261.43,1280.07,1310.53,1361.08,1421.40,1475.48,36.55,38.47,40.98,43.30,43.36,41.89,11.04,11.14,11.64,13.25,14.97,16.24,19.69,16.67,12.71,8.14,4.74,2.68,32.96,32.15,31.07,29.90,29.31,28.99,30.13,29.01,27.57,26.41,26.95,28.75
1237.24,1255.46,1285.24,1334.70,1393.68,1446.59,28.61,30.48,32.92,35.20,35.18,33.68,22.06,22.56,23.89,27.29,30.66,33.06,26.57,22.50,17.15,10.97,6.40,3.62,30.57,29.75,28.64,27.48,26.90,26.61,38.27,37.24,35.89,34.78,35.39,37.17
1469.25,1487.93,1518.46,1569.13,1629.57,1683.78,31.35,33.25,35.83,38.15,38.17,36.65,8.87,8.94,9.34,10.60,12.01,13.04,15.15,12.82,9.77,6.27,3.64,2.13,31.32,30.49,29.35,28.15,27.52,27.19,37.18,36.11,34.69,33.53,34.14,36.00
1306.84,1325.53,1356.10,1406.80,1467.31,1521.56,36.54,38.46,40.98,43.33,43.37,41.87,6.18,6.25,6.54,7.45,8.41,9.12,13.20,11.18,8.53,5.45,3.17,1.80,29.35,28.54,27.46,26.31,25.70,25.34,34.09,32.96,31.49,30.29,30.87,32.72
1361.09,1379.72,1410.16,1460.68,1520.97,1575.02,32.42,34.33,36.87,39.19,39.20,37.67,9.11,9.23,9.68,11.03,12.45,13.48,12.71,10.76,8.21,5.26,3.06,1.72,27.84,27.01,25.91,24.76,24.16,23.83,39.33,38.24,36.81,35.64,36.23,38.10
1318.59,1337.29,1367.88,1418.61,1479.15,1533.44,33.17,35.14,37.72,40.07,40.08,38.54,7.49,7.38,7.53,8.53,9.72,10.66,13.02,11.03,8.40,5.38,3.13,1.78,27.78,26.93,25.83,24.66,24.07,23.71,39.05,37.94,36.48,35.28,35.88,37.78
1339.34,1357.96,1388.39,1438.89,1499.14,1553.17,35.38,37.29,39.82,42.13,42.17,40.68,7.74,7.81,8.16,9.29,10.50,11.39,13.26,11.23,8.56,5.48,3.19,1.80,29.08,28.27,27.19,26.05,25.45,25.11,35.08,33.97,32.52,31.34,31.91,33.76
1290.53,1309.14,1339.54,1390.01,1450.23,1504.23,36.26,38.15,40.63,42.92,42.97,41.52,8.41,8.56,9.02,10.28,11.58,12.52,16.08,13.62,10.38,6.65,3.88,2.19,32.04,31.24,30.18,29.03,28.44,28.13,31.17,30.08,28.65,27.49,28.04,29.83
1341.40,1360.00,1390.41,1440.88,1501.09,1555.08,34.96,36.87,39.40,41.72,41.75,40.26,7.89,7.97,8.33,9.49,10.72,11.62,13.26,11.23,8.56,5.48,3.19,1.80,29.13,28.31,27.23,26.08,25.48,25.15,35.39,34.28,32.83,31.66,32.23,34.08
1302.55,1321.11,1351.43,1401.76,1461.80,1515.65,36.21,38.16,40.69,43.03,43.08,41.62,9.05,9.02,9.30,10.56,11.98,13.08,18.56,15.72,11.98,7.67,4.46,2.52,33.86,33.05,31.95,30.78,30.19,29.90,29.11,27.99,26.54,25.37,25.91,27.70
1301.38,1319.94,1350.28,1400.63,1460.72,1514.59,36.00,37.88,40.37,42.65,42.69,41.23,7.82,7.89,8.24,9.38,10.59,11.50,13.89,11.76,8.97,5.74,3.34,1.90,29.36,28.57,27.51,26.38,25.79,25.46,33.89,32.79,31.36,30.20,30.75,32.56
1331.39,1350.08,1380.67,1431.41,1491.95,1546.24,33.78,35.66,38.08,40.30,40.33,38.88,5.68,5.61,5.73,6.50,7.40,8.11,8.67,7.34,5.59,3.58,2.06,1.26,25.94,25.15,24.09,22.97,22.37,22.04,40.26,39.21,37.85,36.74,37.30,39.09
1326.48,1345.06,1375.42,1425.79,1485.90,1539.80,31.76,33.69,36.23,38.54,38.54,37.01,9.68,9.78,10.23,11.65,13.16,14.26,13.95,11.81,9.01,5.77,3.36,1.90,27.15,26.32,25.23,24.08,23.48,23.15,40.39,39.30,37.86,36.69,37.28,39.16
1321.38,1340.00,1370.44,1420.94,1481.21,1535.25,36.94,38.85,41.36,43.67,43.72,42.26,7.12,7.17,7.46,8.49,9.60,10.43,13.73,11.63,8.86,5.68,3.30,1.86,29.73,28.94,27.87,26.73,26.13,25.79,32.88,31.76,30.31,29.13,29.68,31.51
1441.41,1460.09,1490.65,1541.34,1601.82,1656.06,27.05,28.93,31.52,33.96,33.96,32.25,9.06,9.15,9.55,10.86,12.29,13.33,11.64,9.85,7.51,4.81,2.77,1.50,31.89,31.01,29.82,28.60,27.98,27.66,41.02,39.96,38.56,37.42,38.02,39.95
1294.70,1313.41,1343.98,1394.71,1455.27,1509.53,36.53,38.41,40.91,43.22,43.24,41.80,6.55,6.60,6.88,7.82,8.85,9.63,11.02,9.31,7.10,4.55,2.63,1.46,30.03,29.24,28.17,27.06,26.43,26.10,33.43,32.33,30.89,29.71,30.31,32.10
1236.00,1254.59,1284.96,1335.37,1395.52,1449.45,34.90,36.83,39.34,41.68,41.72,40.27,14.53,14.40,14.77,16.75,19.04,20.84,27.91,23.64,18.02,11.53,6.72,3.80,41.27,40.41,39.24,38.03,37.49,37.33,23.20,22.12,20.76,19.67,20.16,21.78
1344.21,1362.81,1393.23,1443.70,1503.92,1557.92,34.83,36.74,39.27,41.59,41.62,40.12,7.91,7.99,8.35,9.51,10.74,11.65,13.20,11.18,8.52,5.46,3.17,1.79,29.19,28.38,27.30,26.14,25.54,25.21,35.46,34.36,32.91,31.74,32.31,34.16
1354.57,1373.19,1403.62,1454.11,1514.36,1568.39,34.10,36.01,38.54,40.87,40.90,39.38,8.09,8.17,8.54,9.72,10.98,11.91,13.23,11.20,8.54,5.47,3.18,1.79,29.55,28.73,27.63,26.47,25.87,25.54,35.89,34.79,33.35,32.18,32.76,34.61
1308.84,1327.54,1358.12,1408.85,1469.38,1523.67,37.60,39.53,42.03,44.37,44.40,42.97,7.06,7.11,7.40,8.43,9.53,10.36,14.66,12.42,9.47,6.06,3.53,1.97,30.45,29.64,28.58,27.44,26.83,26.49,31.94,30.82,29.35,28.15,28.71,30.56
1283.00,1301.57,1331.94,1382.36,1442.48,1496.45,33.43,35.31,37.80,40.09,40.09,38.65,10.60,10.94,11.70,13.38,14.99,16.09,16.60,14.05,10.72,6.87,3.99,2.28,33.53,32.71,31.63,30.48,29.90,29.62,32.38,31.29,29.89,28.75,29.31,31.09
1266.53,1285.21,1315.71,1366.35,1426.78,1480.97,34.10,36.04,38.59,40.92,40.98,39.46,10.23,10.33,10.81,12.30,13.89,15.07,19.60,16.59,12.65,8.09,4.70,2.68,35.46,34.63,33.50,32.31,31.74,31.45,30.27,29.14,27.71,26.56,27.12,28.92
1320.33,1338.98,1369.47,1420.06,1480.43,1534.56,37.35,39.31,41.87,44.22,44.27,42.81,7.44,7.40,7.61,8.63,9.80,10.71,15.83,13.41,10.22,6.54,3.80,2.15,31.98,31.17,30.08,28.91,28.32,27.99,30.38,29.24,27.75,26.57,27.11,28.95
1316.34,1335.06,1365.63,1416.36,1476.92,1531.19,28.20,30.08,32.57,34.90,34.88,33.33,20.75,21.40,22.84,26.12,29.29,31.46,24.40,20.66,15.75,10.10,5.87,3.32,33.10,32.26,31.13,29.94,29.37,29.08,38.70,37.66,36.30,35.17,35.76,37.60
1354.44,1373.16,1403.72,1454.45,1515.01,1569.30,39.58,41.47,44.03,46.27,46.31,44.93,5.08,5.05,5.19,5.89,6.69,7.31,9.98,8.45,6.44,4.13,2.30,1.17,26.11,25.34,24.31,23.21,22.61,22.15,34.32,33.17,31.69,30.46,31.04,32.94
1325.53,1344.22,1374.77,1425.46,1485.95,1540.20,37.83,39.73,42.29,44.60,44.62,43.18,6.02,6.01,6.22,7.06,8.01,8.73,11.18,9.47,7.22,4.63,2.67,1.45,27.73,26.94,25.88,24.75,24.15,23.77,34.38,33.25,31.76,30.55,31.12,32.99
1340.13,1358.74,1389.16,1439.65,1499.89,1553.90,35.29,37.20,39.72,42.04,42.07,40.59,7.79,7.87,8.22,9.36,10.57,11.47,13.29,11.26,8.58,5.50,3.20,1.80,29.10,28.29,27.21,26.06,25.46,25.13,35.13,34.02,32.57,31.39,31.96,33.81
1377.23,1395.90,1426.42,1477.07,1537.50,1591.69,32.61,34.51,37.03,39.33,39.34,37.83,9.07,9.22,9.70,11.05,12.46,13.48,11.37,9.63,7.34,4.70,2.74,1.52,28.24,27.40,26.31,25.14,24.55,24.22,38.99,37.92,36.52,35.37,35.96,37.80
1318.24,1336.79,1367.12,1417.45,1477.50,1531.35,31.93,33.86,36.39,38.69,38.69,37.16,9.81,9.90,10.34,11.77,13.30,14.43,14.25,12.07,9.20,5.90,3.44,1.94,26.95,26.13,25.04,23.90,23.30,22.97,40.32,39.23,37.80,36.63,37.21,39.09
1318.07,1336.67,1367.07,1417.52,1477.72,1531.71,37.20,39.13,41.67,43.99,44.04,42.59,7.83,7.82,8.07,9.16,10.40,11.34,16.14,13.67,10.42,6.67,3.87,2.18,32.04,31.23,30.15,28.99,28.40,28.08,30.21,29.08,27.63,26.45,26.99,28.80
1302.17,1320.86,1351.44,1402.19,1462.73,1517.01,40.81,42.67,45.13,47.41,47.44,46.08,4.08,4.06,4.17,4.72,5.38,5.87,8.95,7.58,5.78,3.70,2.15,1.10,24.87,24.10,23.09,22.02,21.42,21.06,34.32,33.20,31.73,30.52,31.07,32.92
1292.22,1310.90,1341.41,1392.08,1452.52,1506.71,33.40,35.29,37.79,40.10,40.14,38.65,12.11,12.50,13.35,15.27,17.12,18.36,18.92,16.02,12.22,7.82,4.55,2.58,34.54,33.73,32.62,31.46,30.89,30.60,31.91,30.81,29.41,28.26,28.80,30.60
1251.35,1269.61,1299.38,1348.84,1407.84,1460.80,32.26,34.14,36.54,38.83,38.83,37.37,12.38,12.79,13.68,15.64,17.54,18.82,18.43,15.61,11.89,7.62,4.41,2.51,34.34,33.53,32.48,31.34,30.77,30.51,30.88,29.80,28.45,27.31,27.87,29.58
1354.36,1372.98,1403.41,1453.90,1514.16,1568.18,34.10,36.01,38.54,40.87,40.90,39.39,8.09,8.17,8.54,9.72,10.98,11.91,13.24,11.21,8.54,5.47,3.18,1.79,29.54,28.72,27.62,26.46,25.86,25.53,35.90,34.80,33.36,32.19,32.76,34.62
1317.55,1336.26,1366.83,1417.56,1478.09,1532.38,38.23,40.14,42.65,44.98,45.02,43.60,6.51,6.55,6.82,7.76,8.78,9.54,13.60,11.52,8.78,5.62,3.28,1.84,29.90,29.10,28.04,26.91,26.29,25.94,31.87,30.73,29.26,28.07,28.63,30.48
1349.51,1368.13,1398.55,1449.03,1509.27,1563.29,34.36,36.27,38.80,41.13,41.16,39.65,8.03,8.11,8.48,9.66,10.91,11.83,13.22,11.19,8.53,5.46,3.18,1.79,29.38,28.56,27.47,26.31,25.71,25.38,35.78,34.67,33.23,32.06,32.64,34.49
1165.52,1183.98,1214.15,1264.22,1323.98,1377.55,35.59,37.54,40.06,42.36,42.41,40.94,21.19,21.29,22.13,25.16,28.48,30.98,35.16,29.77,22.70,14.54,8.47,4.79,34.97,34.16,33.06,31.88,31.29,31.00,28.16,27.03,25.59,24.42,24.95,26.73
1321.98,1340.64,1371.13,1421.72,1482.09,1536.22,37.69,39.61,42.14,44.46,44.51,43.06,6.86,6.89,7.14,8.12,9.20,10.01,14.14,11.97,9.13,5.84,3.39,1.90,30.59,29.79,28.71,27.56,26.96,26.62,31.45,30.32,28.86,27.67,28.22,30.05
1324.76,1343.38,1373.82,1424.33,1484.61,1538.66,36.77,38.67,41.19,43.51,43.55,42.09,7.16,7.21,7.51,8.54,9.66,10.49,13.69,11.59,8.84,5.66,3.29,1.86,29.69,28.90,27.83,26.68,26.08,25.75,33.11,31.99,30.54,29.36,29.91,31.75
1336.50,1355.21,1385.79,1436.52,1497.07,1551.35,23.44,25.30,27.84,30.18,30.15,28.47,11.81,11.87,12.35,14.03,15.88,17.27,20.37,17.25,13.16,8.43,4.89,2.80,32.94,32.06,30.87,29.63,28.99,28.71,43.68,42.68,41.34,40.21,40.85,42.80
1324.61,1343.18,1373.54,1423.89,1484.00,1537.88,22.50,24.33,26.82,29.12,29.08,27.47,10.83,10.79,11.13,12.64,14.34,15.65,16.23,13.74,10.47,6.71,3.92,2.19,33.28,32.43,31.28,30.02,29.43,29.15,43.48,42.52,41.22,40.15,40.79,42.68
1338.63,1357.27,1387.73,1438.26,1498.56,1552.63,19.11,20.90,23.35,25.71,25.57,23.88,16.23,16.71,17.80,20.34,22.83,24.54,17.71,15.00,11.44,7.33,4.27,2.39,31.50,30.68,29.52,28.27,27.61,27.34,49.01,48.04,46.75,45.69,46.43,48.45
1351.22,1369.86,1400.34,1450.90,1511.25,1565.35,22.13,23.99,26.50,28.85,28.80,27.14,11.54,11.70,12.28,13.99,15.78,17.08,14.47,12.25,9.34,5.98,3.48,1.95,32.81,31.96,30.78,29.52,28.90,28.61,44.76,43.76,42.42,41.31,41.98,43.94
1315.59,1334.25,1364.76,1415.39,1475.81,1529.98,21.17,23.01,25.52,27.79,27.76,26.11,13.95,14.03,14.59,16.58,18.76,20.41,17.09,14.47,11.03,7.07,4.12,2.32,32.53,31.69,30.55,29.25,28.65,28.35,46.06,45.12,43.82,42.74,43.40,45.34
1352.42,1371.09,1401.63,1452.30,1512.75,1566.96,22.92,24.80,27.35,29.69,29.65,27.98,10.63,10.72,11.19,12.73,14.39,15.62,14.14,11.98,9.13,5.85,3.39,1.90,32.48,31.62,30.44,29.17,28.54,28.25,44.50,43.48,42.12,40.99,41.65,43.62
1348.84,1367.55,1398.11,1448.84,1509.37,1563.65,24.55,26.45,28.97,31.36,31.33,29.67,13.23,13.42,14.09,16.05,18.11,19.59,17.27,14.62,11.15,7.14,4.15,2.33,32.27,31.39,30.24,28.99,28.37,28.10,43.18,42.16,40.79,39.67,40.31,42.23
1384.38,1403.06,1433.66,1484.40,1544.92,1599.23,20.33,22.17,24.66,27.00,26.96,25.32,11.22,11.25,11.68,13.27,15.03,16.35,10.43,8.82,6.74,4.30,2.51,1.35,33.28,32.38,31.24,29.99,29.36,29.00,46.40,45.47,44.18,43.08,43.75,45.74
1365.00,1383.70,1414.26,1464.98,1525.51,1579.78,24.04,25.93,28.48,30.87,30.83,29.15,12.93,13.21,13.95,15.92,17.92,19.32,15.70,13.30,10.14,6.50,3.77,2.11,33.17,32.31,31.14,29.88,29.27,28.97,42.78,41.75,40.37,39.25,39.89,41.84
1353.64,1372.24,1402.65,1453.11,1513.32,1567.31,23.29,25.15,27.66,30.01,29.97,28.33,11.59,11.73,12.28,13.98,15.79,17.11,14.68,12.43,9.48,6.07,3.53,1.97,33.08,32.23,31.07,29.81,29.20,28.91,43.11,42.11,40.76,39.65,40.30,42.23
1323.34,1342.05,1372.62,1423.36,1483.91,1538.19,27.40,29.35,31.94,34.38,34.39,32.73,11.14,11.02,11.29,12.81,14.57,15.96,17.88,15.15,11.53,7.38,4.31,2.47,27.24,26.41,25.26,24.05,23.38,23.13,45.37,44.26,42.83,41.62,42.28,44.24
1319.59,1338.15,1368.48,1418.80,1478.86,1532.70,22.62,24.44,26.94,29.23,29.19,27.59,10.88,10.83,11.16,12.67,14.38,15.70,16.94,14.34,10.94,7.01,4.09,2.30,33.11,32.27,31.12,29.87,29.28,28.99,43.45,42.48,41.18,40.12,40.76,42.65
1307.84,1326.47,1356.93,1407.48,1467.79,1521.87,23.03,24.90,27.44,29.78,29.74,28.08,10.72,10.82,11.30,12.87,14.54,15.78,12.37,10.47,7.98,5.11,2.97,1.68,31.70,30.83,29.68,28.42,27.80,27.47,44.90,43.89,42.54,41.43,42.09,44.06
1343.72,1362.43,1393.00,1443.73,1504.29,1558.57,23.88,25.74,28.25,30.62,30.59,28.97,11.48,11.45,11.81,13.41,15.22,16.61,14.57,12.34,9.40,6.03,3.52,1.96,32.64,31.79,30.63,29.37,28.76,28.47,43.49,42.50,41.16,40.05,40.69,42.61
1314.04,1332.72,1363.29,1414.06,1474.57,1528.87,23.42,25.31,27.82,30.15,30.15,28.56,15.07,15.21,15.87,18.08,20.40,22.14,24.95,21.11,16.11,10.31,5.98,3.41,30.29,29.41,28.29,27.01,26.39,26.03,46.27,45.33,43.98,42.89,43.54,45.49
1285.46,1304.19,1334.74,1385.48,1446.04,1500.33,26.21,28.10,30.63,32.96,32.96,31.35,9.20,9.14,9.36,10.62,12.10,13.23,32.35,27.40,20.89,13.38,7.80,4.40,34.08,33.22,32.05,30.81,30.19,29.96,39.73,38.70,37.35,36.24,36.82,38.71
1349.14,1367.74,1398.15,1448.60,1508.80,1562.78,23.67,25.54,28.05,30.40,30.36,28.72,11.70,11.82,12.36,14.07,15.90,17.24,15.13,12.81,9.77,6.26,3.64,2.03,32.59,31.73,30.58,29.33,28.71,28.43,43.20,42.19,40.84,39.73,40.38,42.30
1349.42,1368.02,1398.44,1448.90,1509.13,1563.12,23.71,25.58,28.09,30.44,30.41,28.77,11.74,11.86,12.40,14.12,15.95,17.29,15.19,12.86,9.81,6.28,3.65,2.04,32.66,31.80,30.65,29.40,28.78,28.50,43.12,42.11,40.76,39.65,40.29,42.22
1359.09,1377.79,1408.34,1459.04,1519.54,1573.79,23.16,25.05,27.57,29.96,29.92,28.23,13.37,13.67,14.44,16.48,18.55,20.00,16.21,13.73,10.47,6.70,3.89,2.17,32.38,31.52,30.36,29.10,28.49,28.17,44.40,43.39,42.03,40.91,41.57,43.52
1377.85,1396.56,1427.13,1477.87,1538.41,1592.70,24.54,26.48,29.10,31.51,31.47,29.74,7.25,7.33,7.65,8.70,9.84,10.67,8.75,7.41,5.65,3.63,2.06,1.04,32.77,31.91,30.69,29.43,28.78,28.47,42.73,41.65,40.23,39.06,39.71,41.74
1330.46,1349.01,1379.32,1429.60,1489.62,1543.42,19.19,20.97,23.42,25.74,25.64,23.99,14.96,15.38,16.37,18.71,21.00,22.58,14.64,12.40,9.45,6.06,3.52,1.98,31.21,30.38,29.21,27.97,27.33,27.03,48.74,47.79,46.50,45.44,46.15,48.16
1381.45,1400.15,1430.70,1481.38,1541.87,1596.11,22.08,23.94,26.46,28.90,28.83,27.16,13.63,14.09,15.07,17.25,19.34,20.72,16.90,14.31,10.91,6.99,4.07,2.33,34.69,33.80,32.61,31.35,30.73,30.46,43.23,42.22,40.84,39.70,40.37,42.35
1403.49,1422.20,1452.78,1503.51,1564.06,1618.35,26.54,28.45,30.98,33.37,33.35,31.74,10.72,10.93,11.54,13.17,14.82,15.99,13.59,11.50,8.78,5.61,3.27,1.81,36.20,35.33,34.18,32.93,32.32,32.07,37.29,36.26,34.86,33.72,34.32,36.22
1373.39,1392.08,1422.62,1473.28,1533.74,1587.95,21.26,23.10,25.62,28.05,27.96,26.29,13.54,14.05,15.08,17.27,19.35,20.69,15.44,13.08,9.97,6.39,3.72,2.13,34.25,33.37,32.18,30.91,30.27,30.02,44.45,43.46,42.09,40.95,41.64,43.63
1355.25,1373.91,1404.40,1455.01,1515.40,1569.54,22.07,23.93,26.45,28.80,28.75,27.08,11.69,11.90,12.52,14.27,16.08,17.39,14.19,12.02,9.16,5.87,3.41,1.91,32.63,31.77,30.59,29.33,28.70,28.41,45.09,44.09,42.73,41.62,42.29,44.26
1388.97,1407.68,1438.25,1488.99,1549.55,1603.81,25.53,27.46,29.98,32.38,32.37,30.69,12.69,12.91,13.59,15.49,17.45,18.87,13.24,11.21,8.54,5.47,3.22,1.83,36.47,35.61,34.50,33.26,32.65,32.42,38.02,36.95,35.57,34.43,35.02,36.91
1317.72,1336.42,1367.00,1417.74,1478.28,1532.57,22.52,24.37,26.86,29.19,29.15,27.53,12.80,12.77,13.17,14.96,16.97,18.52,15.63,13.23,10.08,6.46,3.75,2.10,33.22,32.37,31.20,29.94,29.34,29.05,44.26,43.29,41.98,40.89,41.54,43.45
1353.22,1371.87,1402.36,1452.94,1513.31,1567.43,22.30,24.16,26.68,29.03,28.98,27.32,11.49,11.64,12.20,13.90,15.68,16.99,14.26,12.07,9.20,5.90,3.43,1.92,33.01,32.15,30.98,29.72,29.10,28.81,44.42,43.43,42.08,40.97,41.63,43.59
